Id,Prediction
141,3886506.013
142,4314065.337
143,4226706.566
144,5267305.393
145,3477275.919
146,4255103.291
147,3803643.946
148,4943890.009
149,4755524.314
150,4420818.249
151,3830544.868
152,4746366.744
153,6657340.725
154,3408497.369
155,5382346.456
156,4643169.406
157,4657057.893
158,5389131.15
159,4306936.715
160,4105141.543
161,4016809.523
162,3798730.953
163,5806541.232
164,6315435.793
165,4739056.462
166,4648394.265
167,4574649.363
168,4253701.415
169,5417438.357
170,3957201.793
171,3360038.755
172,3296232.328
173,5314406.829
174,5678040.481
175,4304966.012
176,6362777.332
177,4927203.411
178,4505689.147
179,4574420.046
180,4726499.945
181,4223759.811
182,4402961.208
183,4295361.081
184,4611283.149
185,3739453.914
186,4161838.293
187,5392047.969
188,6070035.125
189,4279125.237
190,4757321.964
191,4426680.028
192,5533247.233
193,5041572.113
194,4115036.802
195,5318974.567
196,4190288.969
197,3558971.734
198,4801206.965
199,4266678.355
200,4965853.855
201,3998363.054
202,4681576.533
203,4734932.233
204,5479670.543
205,5524656.098
206,5450953.789
207,4710388.825
208,4264368.018
209,3533216.658
210,5317657.197
211,4209182.852
212,4134052.716
213,4151531.037
214,5553589.844
215,2566340.274
216,4697547.472
217,4186248.622
218,3712560.447
219,3595445.227
220,5307266.35
221,3235266.41
222,5634944.358
223,3875524.154
224,4445132.924
225,3652128.153
226,4416181.175
227,6052734.86
228,3500446.483
229,4915731.891
230,5193370.35
231,6483784.393
232,5061366.463
233,4052323.117
234,3935416.793
235,4840064.56
236,4698303.247
237,3353189.794
238,5079464.388
239,5279516.926
240,4073583.292
241,4054796.894
242,3918123.342
243,3837767.634
244,4134097.873
245,6444465.275
246,4190788.589
247,4669649.079
248,4916129.624
249,4583350.85
250,3835635.247
251,4963689.568
252,5474961.304
253,3848070.784
254,4079733.665
255,4526864.352
256,4239775.432
257,4639732.886
258,2955111.927
259,4324979.241
260,3611725.946
261,4136162.871
262,3883257.025
263,3729956.714
264,3261083.013
265,4935814.294
266,4883677.24
267,5843442.787
268,4610813.884
269,4157245.829
270,4206244.296
271,4488671.796
272,4140444.966
273,4676041.176
274,3805145.665
275,5260796.226
276,6876765.157
277,4565862.607
278,4955584.425
279,4200178.578
280,4637737.752
281,5040078.986
282,3762509
283,3573237.302
284,4458488.384
285,3206285.857
286,4067691.822
287,3364780.455
288,4914838.112
289,4039225.039
290,3931026.895
291,4505808.188
292,3696741.501
293,4215095.247
294,3865356.686
295,4835179.871
296,5085992.454
297,5722417.144
298,4135767.739
299,4433465.028
300,5377418.849
301,4754326.611
302,5409205.834
303,5162073.011
304,4372200.062
305,4559804.217
306,3836056.717
307,5176258.292
308,2632425.326
309,3544493.593
310,4531082.28
311,3231968.504
312,4430194.61
313,4083532.69
314,4743370.487
315,3800109.619
316,4054986.531
317,4319483.407
318,4764426.29
319,5153828.863
320,5137755.563
321,4541033.206
322,4066976.486
323,4423723.438
324,4357235.013
325,4891228.703
326,5333069.756
327,3624327.373
328,4279206.995
329,6660622.892
330,4688850.675
331,5392792.369
332,5037852.215
333,5673893.778
334,5437069.428
335,4894922.33
336,3105137.984
337,4913175.004
338,4279912.99
339,4370321.371
340,4879257.249
341,4118126.412
342,3076309.934
343,4269692.386
344,4278514.358
345,4494471.339
346,3848428.901
347,5306153.177
348,4538442.587
349,4376439.744
350,4214631.241
351,5061503.068
352,5554364.224
353,4245972.265
354,3673610.963
355,5143154.511
356,4994525.366
357,4790308.968
358,4395812.358
359,5108598.524
360,4311264.258
361,3800031.886
362,3204762.966
363,4268726.301
364,6245734.823
365,4198909.234
366,3400768.353
367,4174025.641
368,4253342.59
369,5604334.176
370,4252868.761
371,4427401.499
372,5046259.185
373,5677211.517
374,4428672.578
375,4747291.83
376,3884137.7
377,4120133.519
378,5276224.205
379,3772981.905
380,4769590.142
381,3586208.96
382,4575567.007
383,5116320.151
384,5007899.111
385,7200388.856
386,4892191.317
387,5125485.056
388,4195388.889
389,6243503.713
390,4688518.61
391,3940624.735
392,4202608.564
393,4368565.159
394,5215492.736
395,4630260.368
396,5812742.236
397,4775801.28
398,5691308.653
399,5451959.501
400,3876665.808
401,3703254.092
402,4130463.016
403,5224176.273
404,3645600.1
405,4137391.166
406,4449518.331
407,4825798.189
408,2799910.664
409,3688813.72
410,4471044.558
411,4392589.766
412,4531721.694
413,6330936.963
414,5023762.551
415,5986557.147
416,5694924.859
417,2852542.075
418,4564253.789
419,4503203.733
420,4566249.934
421,5005111.299
422,4410840.357
423,3793621.105
424,5013823.495
425,4629161.907
426,4226530.111
427,3695283.703
428,3914191.903
429,3877680.66
430,3698982.336
431,4463692.716
432,3195941.444
433,5980765.243
434,3927195.53
435,3681494.188
436,4720552.402
437,3194513.884
438,4222286.163
439,6211705.95
440,3994099.513
441,4555507.042
442,4366189.834
443,4907187.656
444,3154597.002
445,5146837.723
446,6359970.518
447,4275482.545
448,4440179.241
449,5856350.174
450,5101921.226
451,4566637.586
452,4340689.453
453,4593912.321
454,4404967.584
455,3994417.017
456,3880711.584
457,4771081.093
458,3976299.244
459,2738905.893
460,5724184.442
461,4758760.361
462,4229648.529
463,3732155.436
464,5184751.099
465,4460152.371
466,4575576.548
467,4239851.978
468,3127784.774
469,3950058.054
470,5021804.304
471,5272927.18
472,3921174.462
473,4429289.634
474,5264558.777
475,3936601.584
476,4027096.956
477,4676770.149
478,3997528.05
479,5195217.964
480,4942553.346
481,7205932.717
482,3747403.135
483,4724049.377
484,5222505.881
485,5078262.139
486,4388540.216
487,5156145.74
488,3934943.638
489,3814667.71
490,4814992.92
491,3493548.62
492,4161511.887
493,5971361.795
494,5465895.216
495,4151726.301
496,4912922.634
497,4710013.065
498,3865594.957
499,5157222.276
500,4937239.809
501,3713887.406
502,4075388.448
503,6028577.401
504,4600206.394
505,4103734.824
506,4748347.664
507,4442143.605
508,4016692.329
509,5038825.47
510,4401305.167
511,4894959.638
512,2737104.421
513,5589233.408
514,4315914.132
515,2996955.859
516,3150300.001
517,4348278.431
518,4566377.291
519,3890988.024
520,4826277.814
521,5912460.493
522,5710008.59
523,5157407.451
524,4312579.847
525,4777824.451
526,4544067.86
527,4719686.83
528,5491449.937
529,4273485.96
530,3515973.166
531,5194065.844
532,4965631.458
533,3989039.193
534,4279437.942
535,4809395.077
536,4261977.881
537,4620393.917
538,4454751.355
539,5663665.255
540,4046762.676
541,5711478.596
542,4142659.316
543,4024933.832
544,4084881.915
545,4855675.838
546,3254975.489
547,4886353.694
548,4044054.572
549,4888339.586
550,3497084.054
551,3796090.301
552,5116630.362
553,5880042.033
554,4669519.676
555,4940922.753
556,3157277.194
557,4878540.559
558,5032748.459
559,4952814.397
560,4521167.719
561,5864522.125
562,3846294.305
563,4211416.772
564,3646473.214
565,5192482.744
566,3784432.385
567,5383784.718
568,3681928.993
569,3646161.764
570,5493075.179
571,5041323.16
572,4274992.55
573,4057156.629
574,4839665.849
575,3155976.379
576,7273251.242
577,4358913.463
578,3592277.278
579,4566859.29
580,4518823.171
581,4699765.586
582,5432136.977
583,4784220.512
584,3657930.657
585,4454764.807
586,3728349.443
587,4330407.209
588,5073946.92
589,4412532.344
590,3436687.746
591,4159629.442
592,4368293.263
593,4387862.071
594,3963694.125
595,3781530.285
596,5310534.344
597,4394494.023
598,4278378.516
599,5243401.944
600,4872139.761
601,4983234.367
602,6732962.705
603,3890713.694
604,4462992.138
605,3958006.588
606,3718553.093
607,4633267.488
608,3972607.761
609,5328849.251
610,4682265.448
611,3377988.017
612,5004194.424
613,5207418.071
614,5095609.135
615,4264247.212
616,5143411.311
617,4567970.551
618,5474103.382
619,4704372.583
620,3963653.756
621,5700224.877
622,3391517.639
623,4398564.416
624,3995169.023
625,6239792.718
626,4037007.745
627,4891716.799
628,3723958.794
629,5026244.472
630,6529726.519
631,5516905.708
632,5335096.5
633,4940065.674
634,3161951.855
635,4706114.966
636,4437580.134
637,3870778.929
638,4387650.646
639,4552163.274
640,5039190.622
641,5399153.569
642,3208461.928
643,2953657.296
644,4775469.856
645,3111420.215
646,5024502.779
647,4081220.956
648,2668593.228
649,3455104.344
650,3313709.95
651,3456973.598
652,4666433.126
653,4129426.903
654,5305654.996
655,5719118.84
656,3668267.744
657,4803880.354
658,4354368.153
659,3450511.2
660,4906667.319
661,6243010.714
662,4864900.752
663,4753833.067
664,3920182.394
665,4196099.979
666,5267171.069
667,3956260.125
668,4435864.924
669,4115764.753
670,6623055.013
671,5464156.723
672,4294827.561
673,3843845.068
674,5048065.584
675,4468810.088
676,4380901.383
677,3893145.033
678,4541435.715
679,3917694.555
680,3607520.743
681,5350895.42
682,4004674.562
683,4684606.745
684,4331509.717
685,4745613.365
686,4348227.246
687,3083547.354
688,5323946.804
689,3679291.771
690,4747345.419
691,3764904.74
692,4485723.451
693,4158502.517
694,3893269.591
695,2558927.715
696,4073961.876
697,4937629.825
698,4694893.174
699,3639344.361
700,5370144.129
701,4104923.581
702,4441190.413
703,4907356.315
704,4487251.851
705,4893855.32
706,5527175.153
707,5501473.239
708,4963961.273
709,3941999.14
710,4286893.435
711,5847969.986
712,4267935.713
713,3058651.786
714,4519835.573
715,3649467.546
716,4001586.988
717,4128379.263
718,4675184.968
719,4777195.084
720,4847306.806
721,5422281.252
722,5057934.969
723,3966232.253
724,5423361.931
725,4750727.255
726,3891232.273
727,3733534.841
728,3861490.991
729,4461580.894
730,3850143.087
731,4269010.645
732,4309526.735
733,5723986.936
734,5480882.601
735,4216430.745
736,3912501.25
737,4799444.551
738,4312338.16
739,3377825.721
740,4659144.644
741,4189746.496
742,3569157.391
743,4656390.192
744,4548097.289
745,5548246.574
746,3743889.354
747,5453381.93
748,5431121.461
749,5270459.454
750,6015457.117
751,3557838.597
752,4135926.283
753,3481601.914
754,3857020.409
755,4075824.17
756,3806777.062
757,4991108.571
758,4460252.814
759,5385935.547
760,4809434.615
761,3393435.438
762,4822692.567
763,4118885.402
764,4105222.489
765,5160003.461
766,4994353.166
767,4004059.47
768,4033688.25
769,4948787.29
770,3194057.593
771,4514150.823
772,5166317.076
773,3817455.746
774,4012345.15
775,4250963.602
776,3840772.471
777,4322160.224
778,4907216.106
779,4165304.003
780,3788623.95
781,4287432.383
782,5434129.603
783,4215236.371
784,5133960.856
785,4932355.156
786,5087506.716
787,4379443.441
788,4507687.999
789,4826757.583
790,3654547.017
791,4930582.185
792,3369004.73
793,4023784.707
794,3041111.882
795,4564360.756
796,4238735.416
797,4185231.04
798,4369042.848
799,4690248.65
800,4700667.144
801,6214472.622
802,3998451.305
803,4727074.767
804,3757373.659
805,3308855.079
806,4855628.707
807,4967556.519
808,5206606.629
809,3135625.585
810,5137578.17
811,4164773.721
812,4192928.238
813,4467755.796
814,3413399.779
815,4774331.912
816,4013971.194
817,4314014.167
818,3855462.731
819,3170654.601
820,4793875.822
821,4320756.063
822,3919338.653
823,4472717.598
824,3890650.485
825,4286839.864
826,4863713.365
827,3590010.018
828,5509117.231
829,3793479.568
830,4428968.959
831,6482406.648
832,5714640.004
833,4363757.13
834,5347244.401
835,3935763.637
836,2841893.953
837,5248972.389
838,3931075.857
839,2862979.79
840,4192459.507
841,3256359.136
842,4239009.037
843,3624512.631
844,5020298.285
845,4930710.606
846,5318883.497
847,3260440.761
848,3388690.897
849,4917769.282
850,4725698.01
851,4609974.874
852,5537786.372
853,3949531.981
854,5014254.618
855,3844655.293
856,5621790.417
857,3417184.346
858,3751082.223
859,4483926.843
860,4442735.805
861,5277359.877
862,4189963.07
863,4903661.88
864,5531095.807
865,5618136.829
866,4059968.772
867,3671937.836
868,4429988.483
869,4026990.252
870,3482449.963
871,4667392.86
872,4127625.147
873,5045106.756
874,3670063.288
875,4509154.71
876,4453701.478
877,5523290.796
878,3303469.176
879,4702219.731
880,3403267.568
881,3519950.844
882,4285116.492
883,4555860.927
884,4944011.059
885,6365533.955
886,4187790.751
887,5485118.94
888,4237792.337
889,4244636.988
890,4967538.231
891,4817200.63
892,4886554.561
893,4413970.086
894,5271920.17
895,4201236.91
896,4706585.783
897,4159619.605
898,3765458.582
899,6390724.179
900,3765345.544
901,5997526.348
902,4517285.514
903,4001859.009
904,4287169.056
905,3899682.323
906,3827446.864
907,4855489.624
908,4995828.848
909,3810225.516
910,4277100.932
911,5533139.536
912,4333566.204
913,4740980.506
914,4549500.413
915,4384016.725
916,2948522.849
917,5369450.972
918,4757904.048
919,3876386.593
920,4706812.13
921,3498509.464
922,6404473.801
923,4495937.527
924,4626524.095
925,4522836.111
926,5114066.292
927,4890006.845
928,5421073.391
929,3909638.339
930,4511623.439
931,4042210.977
932,5399656.911
933,5404152.557
934,3814388.888
935,4079237.169
936,3641612.157
937,4604575.773
938,3720255.891
939,5635194.154
940,4860099.486
941,3349822.945
942,2314629.613
943,5543287.572
944,5140542.408
945,2895798.476
946,4783823.133
947,4356636.707
948,4151216.443
949,3618407.495
950,5692709.446
951,4051185.744
952,4266678.643
953,4267531.74
954,4255421.194
955,4960588.635
956,4574308.237
957,4687072.878
958,4526388.434
959,3767279.09
960,4538930.884
961,4627146.323
962,5808467.301
963,4664963.676
964,6552315.214
965,3739847.468
966,3563189.179
967,5136225.286
968,4165712.309
969,3952383.471
970,3031535.869
971,3658384.1
972,3655661.949
973,3240548.543
974,4640842.578
975,3914936.121
976,3699465.814
977,4859344.127
978,4693459.422
979,6047650.709
980,5903258.496
981,3477861.306
982,4998183.477
983,5448767.003
984,6161800.305
985,4098777.471
986,3889082.056
987,4992002.565
988,5292772.792
989,3768393.738
990,6762684.578
991,2738590.772
992,3971563.134
993,5702483.013
994,4801703.123
995,3778876.465
996,5392413.598
997,5305862.019
998,4314852.558
999,4686833.074
1000,5300677.447
1001,3809839.073
1002,4103807.708
1003,5515357.499
1004,4436235.885
1005,5500226.699
1006,6615227.604
1007,4346248.112
1008,4018273.247
1009,3709909.677
1010,4178963.958
1011,5665359.886
1012,3641951.657
1013,4069370.071
1014,4957227.764
1015,4258758.137
1016,5118345.092
1017,4753517.39
1018,4577144.548
1019,4566609.437
1020,4807357.469
1021,4582140.225
1022,5323084.544
1023,4569145.268
1024,4013898.955
1025,4005784.62
1026,4310734.79
1027,4385484.874
1028,5244029.179
1029,3894953.464
1030,4448177.226
1031,3953931.795
1032,3443856.172
1033,4882293.876
1034,4673100.389
1035,3409423.455
1036,3100662.88
1037,4628000.089
1038,4454551.016
1039,4596977.45
1040,4077869.467
1041,4541845.663
1042,4046858.888
1043,2928861.61
1044,4454058.595
1045,5835289.398
1046,4488803.786
1047,4409277.341
1048,3740101.807
1049,4650748.048
1050,3314936.64
1051,4253770.108
1052,4148308.822
1053,3561967.037
1054,5148665.332
1055,2659185.843
1056,6890076.007
1057,4755824.086
1058,3733212.88
1059,5362666.964
1060,4951952.197
1061,4656055.143
1062,4911537.952
1063,5576336.51
1064,4433674.4
1065,5558612.944
1066,5970218.624
1067,4313547.233
1068,4812287.611
1069,4780999.261
1070,3705016.051
1071,4419844.872
1072,5189678.688
1073,4523480.768
1074,4316359.083
1075,5521048.997
1076,3845497.464
1077,3547568.993
1078,3396664.417
1079,4633157.11
1080,4168682.625
1081,3933492.424
1082,3873202.067
1083,3948838.101
1084,3656319.27
1085,2700167.372
1086,5164167.628
1087,3560678.517
1088,4593238.505
1089,3769111.102
1090,4909298.491
1091,4640102.119
1092,3842402.073
1093,4931225.028
1094,5388581.38
1095,4423366.715
1096,3552269.743
1097,3301178.361
1098,4776415.808
1099,5260254.029
1100,5316553.491
1101,4826740.86
1102,4280316.529
1103,4391033.678
1104,5327406.594
1105,4375831.156
1106,3841007.916
1107,4608778.553
1108,5026680.322
1109,4739760.259
1110,5083891.762
1111,4353664.816
1112,3667331.693
1113,3993938.812
1114,4266332.862
1115,4500307.029
1116,4514886.332
1117,5140010.593
1118,4216446.457
1119,3922490.139
1120,4094376.44
1121,3471046.804
1122,4653257.878
1123,5250447.104
1124,5116152.259
1125,4944222.823
1126,4886768.495
1127,4395667.142
1128,4465186.482
1129,4167527.423
1130,4167397.628
1131,4728929.883
1132,4075723.632
1133,4159637.153
1134,3725501.298
1135,3158768.03
1136,5193225.776
1137,4565945.308
1138,4864611.73
1139,5050745.608
1140,5101473.773
1141,4811156.677
1142,5122863.641
1143,3799673.318
1144,5054681.282
1145,4186607.937
1146,3637211.536
1147,5844894.663
1148,3976937.385
1149,5583150.291
1150,4159716.88
1151,3455388.886
1152,5359812.684
1153,4421354.521
1154,4261229.287
1155,3359585.795
1156,3638653.151
1157,5049015.961
1158,4714893.478
1159,3063249.789
1160,4478905.873
1161,4264008.082
1162,5221772.626
1163,4154969.806
1164,3627266.827
1165,4269968.598
1166,4709362.22
1167,5236955.33
1168,5308427.024
1169,5758617.968
1170,4231643.138
1171,3998591.722
1172,2603266.236
1173,4710321.384
1174,3857020.409
1175,4741435.982
1176,4174078.937
1177,5346459.262
1178,3568816.254
1179,5718932.414
1180,4386210.129
1181,3937129.915
1182,5120566.932
1183,4288944.056
1184,4124092.686
1185,3626383.159
1186,4790720.723
1187,4297178.111
1188,5395831.818
1189,5050259.756
1190,5001063.915
1191,4697445.671
1192,4904892.502
1193,3331048.661
1194,6267667.383
1195,4320832.877
1196,3978751.731
1197,4868444.149
1198,3921323.281
1199,5054412.62
1200,7023055.054
1201,4961396.656
1202,5619289.299
1203,3425620.585
1204,4188160.842
1205,3957338.245
1206,4302829.872
1207,5981562.553
1208,4812244.673
1209,3968620.754
1210,4475624.236
1211,6441454.994
1212,4425019.359
1213,5500327.99
1214,3956057.994
1215,5304625.326
1216,4197898.573
1217,4890777.476
1218,4557993.685
1219,5778220.789
1220,3429358.485
1221,4626307.661
1222,4845826.165
1223,4498998.353
1224,4407363.922
1225,4549827.835
1226,4881482.027
1227,6011833.64
1228,4391790.176
1229,4756603.868
1230,4594451.035
1231,3965582.136
1232,4207066.842
1233,5584649.711
1234,4695384.704
1235,3339732.993
1236,4410713.603
1237,3123450.928
1238,3446197.761
1239,4633651.536
1240,2705763.277
1241,4366283.037
1242,6025104.702
1243,3994740.737
1244,4192198.937
1245,5005423.996
1246,3474860.274
1247,5397229.563
1248,4053513.173
1249,4377504.008
1250,4843029.771
1251,3483647.69
1252,4197917.637
1253,4406189.854
1254,4356383.111
1255,3297582.245
1256,3873860.308
1257,4193675.939
1258,5307052.063
1259,4262191.355
1260,3967651.971
1261,4850975.017
1262,5807100.185
1263,3407213.222
1264,5066328.719
1265,4113510.987
1266,3003162.376
1267,4702522.952
1268,4404814.309
1269,5439051.132
1270,3735764.012
1271,5439673.216
1272,4583056.342
1273,3017093.396
1274,3458775.868
1275,5074256.3
1276,4416551.327
1277,4023878.872
1278,4479279.866
1279,3857020.409
1280,4792938.706
1281,4311618.067
1282,4684041.941
1283,3548206.852
1284,4716292.925
1285,5130049.692
1286,4121383.216
1287,2864464.227
1288,5179720.831
1289,3723862.781
1290,4473524.273
1291,3674072.284
1292,6321278.856
1293,5305299.681
1294,5006828.918
1295,4266594.976
1296,5877214.068
1297,3407139.076
1298,4609464.931
1299,4490566.687
1300,4694918.839
1301,3227200.604
1302,5102036.137
1303,4455609.503
1304,5137170.446
1305,4460357.59
1306,4528846.607
1307,4576409.563
1308,5984819.457
1309,4671443.93
1310,4807902.728
1311,4652375.005
1312,3988334.683
1313,4680680.324
1314,5709640.501
1315,4307694.565
1316,5008541.551
1317,4767288.271
1318,5169256.204
1319,5243809.072
1320,4741810.693
1321,5507186.917
1322,5076897.913
1323,3975852.746
1324,5837861.598
1325,3704391.3
1326,5067474.958
1327,5119449.085
1328,4404042.948
1329,4418239.539
1330,4921802.3
1331,3956984.061
1332,5901659.333
1333,4295025.034
1334,4331693.299
1335,4681551.452
1336,2800419.729
1337,5192510.955
1338,3751968.181
1339,3884955.106
1340,3739916.29
1341,5702668.255
1342,4319106.218
1343,2906428.353
1344,7240122.278
1345,3568186.984
1346,4212651.628
1347,3734484.458
1348,3935244.545
1349,3946693.495
1350,4172601.727
1351,6075999.675
1352,4879069.063
1353,3778593.28
1354,4549469.662
1355,5055090.16
1356,4795136.127
1357,4348007.762
1358,4635561.715
1359,2919218.621
1360,3523957.598
1361,5885481.005
1362,3650511.3
1363,4893845.024
1364,4031339.835
1365,4442250.967
1366,4270476.739
1367,4120524.4
1368,4733010.168
1369,5384748.016
1370,4097240.909
1371,4758003.091
1372,7721224.212
1373,5287505.365
1374,3506461.212
1375,4183955.372
1376,4739712.733
1377,4008065.175
1378,4984789.202
1379,4892218.94
1380,5419002.793
1381,6676872.845
1382,3556487.034
1383,5881295.054
1384,4274535.199
1385,4368378.892
1386,4190140.282
1387,3658144.067
1388,4676369.412
1389,3284384.448
1390,4451610.92
1391,3877216.809
1392,3244902.517
1393,4336418.67
1394,4585893.77
1395,4227879.351
1396,4151516.609
1397,5582535.543
1398,5175726.106
1399,4338310.838
1400,5348074.717
1401,5056686.335
1402,4904676.227
1403,4487574.105
1404,3578935.24
1405,4441309.615
1406,4609435.14
1407,5168404.576
1408,4125668.553
1409,5926595.71
1410,4713206.811
1411,4874393.683
1412,5245935.714
1413,4900481.296
1414,3957521.694
1415,5175354.8
1416,6060216.938
1417,4297692.018
1418,4400922.934
1419,5806443.616
1420,6059947.767
1421,4169925.792
1422,4161980.352
1423,5347614.16
1424,3929617.244
1425,4365349.114
1426,4168635.84
1427,3990384.138
1428,4374942.797
1429,3558878.42
1430,5670622.01
1431,3998962.596
1432,4683830.514
1433,4581155.925
1434,2867821.133
1435,5696799.388
1436,4743134.699
1437,5879597.824
1438,4051541.782
1439,5426555.911
1440,4989006.008
1441,5049458.745
1442,4000966.693
1443,4343502.715
1444,5035100.793
1445,3892158.151
1446,4584551.673
1447,3940834.156
1448,4177630.257
1449,5061599.566
1450,5003948.045
1451,4653312.314
1452,4516541.703
1453,3311613.23
1454,5326847.48
1455,4533006.92
1456,4649434.577
1457,4817962.06
1458,5095836.187
1459,4908050.776
1460,4676534.714
1461,4472503.253
1462,4203372.557
1463,3890353.032
1464,4538722.47
1465,4518389.409
1466,4637399.758
1467,6184620.46
1468,5155802.453
1469,5314567.127
1470,5863137.211
1471,4530943.486
1472,5936300.078
1473,2920601.008
1474,5275232.969
1475,4191969.21
1476,4940002.529
1477,4837481.367
1478,4862683.333
1479,3847290.886
1480,4999985.654
1481,4171145.516
1482,4264242.8
1483,5910253.487
1484,6410242.577
1485,4308135.798
1486,4357756.739
1487,6030067.384
1488,4243180.541
1489,4856331.053
1490,3763506.463
1491,4569904.871
1492,2950688.697
1493,4430797.984
1494,5032155.167
1495,5584618.451
1496,6826465.008
1497,5091795.378
1498,3942722.079
1499,4574425.262
1500,4339996.708
1501,4841990.31
1502,5285290.46
1503,4317522.74
1504,3847005.731
1505,7247271.53
1506,4168978.622
1507,4672019.162
1508,3945773.936
1509,6211975.438
1510,3850460.969
1511,4339080.177
1512,5408373.459
1513,4875239.958
1514,4397215.946
1515,6292914.052
1516,4798007.755
1517,5917826.502
1518,5373591.448
1519,5857170.363
1520,6114836.345
1521,2662012.137
1522,5945944.337
1523,5562288.598
1524,3695365.178
1525,4571555.345
1526,4067740.468
1527,4122360.046
1528,3987620.345
1529,5026293.386
1530,5461957.443
1531,4385161.001
1532,4671626.486
1533,3965600.599
1534,4968806.109
1535,6987879.45
1536,5062468.77
1537,4901586.504
1538,4929714.617
1539,5016446.124
1540,4461337.432
1541,3462427.799
1542,4993142.387
1543,4990996.382
1544,6165944.115
1545,4040690.744
1546,3588647.551
1547,2841537.144
1548,5318171.085
1549,4642008.094
1550,4691866.858
1551,5819501.033
1552,3576143.28
1553,4365309.576
1554,4569036.616
1555,4933477.153
1556,4487522.815
1557,4164702.608
1558,4396806.726
1559,4151516.609
1560,5274088.252
1561,6032779.978
1562,3151765.947
1563,4177997.238
1564,4184510.238
1565,5649113.749
1566,3916734.14
1567,3575967.707
1568,3126493.555
1569,3121049.347
1570,3835259.861
1571,5539393.849
1572,5176470.031
1573,4108690.692
1574,4383235.556
1575,3626646.486
1576,4349766.737
1577,4087468.731
1578,3842019.206
1579,5163456.169
1580,3075083.531
1581,4335098.084
1582,4266417.37
1583,4143349.622
1584,5490350.941
1585,4504377.124
1586,4400338.386
1587,4967866.704
1588,4473391.377
1589,4231009.745
1590,4704201.499
1591,3777794.674
1592,5208346.328
1593,4441159.444
1594,4983819.503
1595,4925315.79
1596,3686475.784
1597,3547984.634
1598,4411222.774
1599,4351698.982
1600,5009499.29
1601,3990276.279
1602,3794281.355
1603,4120280.457
1604,5748008.55
1605,4568243.491
1606,2870037.255
1607,4317359.182
1608,3334919.882
1609,4234013.931
1610,3903216.829
1611,4358616.989
1612,3738990.998
1613,4166572.598
1614,4466448.07
1615,3990973.814
1616,5297441.941
1617,4021417.131
1618,4263815.128
1619,5672045.049
1620,4318549.151
1621,4301010.528
1622,5261186.928
1623,4743704.303
1624,4658665.808
1625,4693112.581
1626,5769725.983
1627,4757633.051
1628,4890566.522
1629,4076336.347
1630,3808592.306
1631,4846751.927
1632,5264710.019
1633,5561507.103
1634,4875121.693
1635,5214018.226
1636,5141495.279
1637,4349224.333
1638,3025441.583
1639,5149372.301
1640,4387031.577
1641,3609777.027
1642,4566302.683
1643,6678204.184
1644,3246462.231
1645,4954533.286
1646,4143840.897
1647,5007431.638
1648,3219528.237
1649,3691821.973
1650,4671194.809
1651,4501494.113
1652,3851963.486
1653,4519712.365
1654,4796271.491
1655,3749367.086
1656,4283709.791
1657,4507404.743
1658,4693729.763
1659,4860560.135
1660,3990620.26
1661,4365067.094
1662,4300893.906
1663,4130681.314
1664,3585355.84
